review_id,order_id,review_score,review_text,dominant_topic,topic_probability
2678800e6f30a1e9b68ef78aa4a0bbae,3d28169cfef7d5273f7a6f7b1597f2ee,5,10 chegou antes do prazo,0,1.0
db9cdf3bb79f7e5b6c8dc001ef52f7c7,64fd58a06f0a4797024c9593a181f67f,4,Chegou antes do prazo,0,1.0
558ade54ad90bc6c58f5e244098e7661,842d9fa6a8cc47a3c8d3021592debe74,5,chegou antes do prazo,0,1.0
aaf47a521878e6ebb65bbd4e5b711a99,ff7b636282b98e0aa524264b295ed928,5,Chegou antes do prazo,0,1.0
0bae4f2238884c483c4d0dd9b8872464,312c70dd46ea96e94028c87931320097,4,Prateleira forte. Chegou antes do prazo.,0,1.0
ed81eeb7ac749bb5224dc24dd03c99a0,5bb9511e1d233eedad299acb511799f2,5,Chegou antes do prazo de entegra .,0,1.0
db8a8c1513706337553faf71b79fa1b6,6005e16820f20784bf25d26f7a60af40,4,chegou antes do prazo!!! :),0,1.0
3c1a7f1c2e1c030d4c4a4ed0f062df48,873d039c319333bd488dbf6b66d602c9,5,Chegou antes do prazo,0,1.0
a5af0e031d543d50391fa0880aaf97c7,e2e6981a464151382dad2865d02642ed,5,Chegou muito antes do prazo informado.,0,1.0
6cf37d4d7b57b40e76c160adfeded390,f7304a98cc4161f1b8e3e05fdfb6b644,5,Chegou antes do prazo.,0,1.0
93fbbe62dcf6ffac99be013a1c68eb52,935f0d2ac8ce7ce29f5712d2637ddb33,5,Muito bom,1,1.0
d0c2b9d96c387604a96ae43e7126cf9b,e7bf6c078fcd0eac3b977d498537e2b3,4,foi bom,1,1.0
3c2c86ac09954372b3ba119755abb8ba,c5715ae9ef034f7036a9de7a5e9d858b,5,Muito bom,1,1.0
0cf8fe1cb6787e89a11e87d69dd1b4de,f948e30320e56a553862b62e5ec37efe,4,bom,1,1.0
ec029a688b43903acc2d70013722aaf7,b8363d01d95d576ce95a9283c6e12edc,5,muito bom,1,1.0
d979282a7fbf866194f592e80b6334a0,fd766da8b074a9d9399eee9b28525f83,4,Muito bom,1,1.0
7d7817ab11aa94765653a32f10abdfe5,c5e754f77f6f127371e929ccb707fce3,4,Muito bom!!,1,1.0
b4256a94b81ab1a53b679555e3d22155,10084ae353466f1c95f62cbacf6168d5,3,bom,1,1.0
2dd90fe4d4ca857c7469a13979069d6b,09ced678dfa43843d2f38c410def94aa,5,Muito bom,1,1.0
030fc85ad4308b5c4ad68432905ad498,9e02d72f347640b319a659ea810f90b9,5,Muito bom muito bom,1,1.0
d31fe8f01470eff5b2a3668c9a328913,323ebc5450e01beac5ad45e926ecf923,5,Recomendo.,2,1.0
9dc35c0d556a65f1c4aff189de0d60c3,956f15dfe9a7f2414a02c445fdbb865a,4,Recomendo!,2,1.0
78ccd4673ee9a1d0d95f48ecb62ca90c,4f6a2e10ee405f1e0541c66c72d068bc,4,Recomendo,2,1.0
a17490c0a8ee2205c77f4d6425992b82,55826c853b7245fee48da8b2539b6944,3,recomendo,2,1.0
b0307ed079839fa07012532189101bdf,d14319b7a9ffe116c1ba706238d3cd27,3,recomendo,2,1.0
08e7b57a3777d37d84c49ffb59769600,d4b5cba849d461dc065544ffbdc37463,5,recomendo 100 por cento,2,1.0
16ef1386ed1b3bad143c571e4a1a5f5c,99cca049bdfcd6019f861465e6b9261e,4,Recomendo,2,1.0
54d8218b9d71a9090ffad8d33b0ba5c3,50bf8a2b03e3f4c0e4ebf955b3e1860d,5,recomendo,2,1.0
96ff76965f387549b7d95cb14f89026b,02ec38bbb2e837e0ef32fae6c5a651b5,4,Recomendo.,2,1.0
77d3072e4c02d54d5df675e0c25378f4,de12067bfa331f0c8cd1df23a0106128,5,Recomendo.,2,1.0
b50001aa0bbd7557c4ad80eee167a2a1,daece90b61801c766fe21e0922574566,5,Ótimo,3,1.0
3c75a8174cc580382da08fb733de4902,1fed4a55473f54b2b3ec70cb98e65aae,5,Ótimo!!!,3,1.0
373b7a9485709ae7e7f9bc6464fd5bbb,feafc8e3422f6e1f4c00bd29dd9c2921,5,Ótimo 👍👍👍👍👍👍👍👍👏👏👏👏👏👏👏👏,3,1.0
1edd1a85161468a77e5fcb165be9b294,d8e17cc85323061493b16b68a130bcff,5,Ótimo,3,1.0
ead3468dc96e8e4e34fc525838c11429,73b378f4b10f5210636e40c6f96fe51d,5,Ótimo!,3,1.0
983cd7401e67bce678ffa8b6856a0ae8,65a0e23dd4d092969ffca27ae31db180,5,Ótimo,3,1.0
4c23027b28a65ccbd7564cef3c33896d,fd54537438233bc798bd3fdac32bcfd9,5,Ótimo,3,1.0
728a5a97724d684a634f64dcb962405b,a050701f6d3065c5615ffaccf27ec567,5,Ótimo Ótimo,3,1.0
c41ad35691204e6f706c3965b5b6a4a6,4876a2f1355adc2345aac33e913f3939,5,Ótimo,3,1.0
64e4aa693851cee39cf0fe7aecbb7b36,4c5d80480b7c923ec02b8dee8c00a846,5,Ótimo,3,1.0
30a4f0f115950517b46d48046b609bd1,384f8660f6bc7396d5a875b60285c2dd,5,Excelente Tive um pós venda excelente através do Sr Renato,4,1.0
8b46f9e835a1644a414a9753b1d9539d,4b2113709e5d5f3760113b4a980cc88d,5,Excelente,4,1.0
f2e35d19b6b3fe48d42e5530b8220ec5,425b629cb241474b5e9131bab244abc6,5,EXCELENTE,4,1.0
53eba292a2697e783c594c6d9a09f043,eb55f59a44f8ca8558eb570394b598da,4,Excelente,4,1.0
871f22b451b059f1248f0ad231cd46a0,dad4408fb39e21cd4dd146ccf6c9d621,5,Excelente,4,1.0
8fbf8b0e58a0789dc5d7a4d507e56a29,e85e15e26534991f32622474410df797,5,excelente,4,1.0
3d359cb77aaa2a0b4c5b0659794dd153,cc0efa9953cfcabde1888ffca500b253,5,Excelente.,4,1.0
571c9dee29a6f2425ecdab29e32e695b,2a152286cc2026c2332455f5b2ba2980,5,Excelente Excelente,4,1.0
8b421bee1ae64511a74a0a92ecd7b8f3,593dcbc6068648f021eb48b2d55ae96c,4,Excelente,4,1.0
2d0931354a88a09c7cfa869df8d0c410,fd7f1e5cb7d88c786df9b8026d733572,5,Muito excelente,4,1.0
30e118a7ad533ccbb4ea57433f95dfa3,e0eaf809859a6844fa893ae9c9af2ddc,4,recebi só no correio,5,1.0
ce4410cda687ca0f9b2fe7cccab69e6d,d273ccee1a7ee1a7013cc285da0ff429,5,Xxx,5,1.0
8a91d0c59b4086c68d497ca944ad804b,9184e4fb03ebdcb5a06a6d1237463ca5,4,"Eu recebi os suportes das lâmpadas, faltou o Balde..",5,1.0
4a3091b8c980f5ac943c81b8c128da1f,efc4bbb3d32651353b42356e387c5760,1,Comprei 3 fones e só recebi1,5,1.0
