customer_unique_id,frequency_orders,monetary_total_spend,avg_order_value,total_items_bought,recency_days,customer_tenure_days,orders_last_30d,spend_last_30d,orders_last_90d,spend_last_90d,num_reviews,avg_review_score,negative_review_ratio,num_payment_types_used,avg_installments,credit_card_ratio,num_unique_categories,favorite_category_ratio,avg_items_per_order,orders_per_tenure_day,spend_per_tenure_day,recent_30d_spend_share,recent_90d_spend_share,recent_30d_order_share,recent_90d_order_share,spend_per_review,categories_per_order,reviews_per_order,payment_types_per_order,installments_per_order,spend_per_item,anomaly_score,is_anomaly,anomaly_severity
46450c74a0d8c5ca9395da1daac6c120,3,9553.02,3184.34,1,61,23,0.0,0.0,3.0,9553.02,3,1.0,1.0,2,4.0,0.3333333333333333,1,1.0,0.3333333333333333,0.13043478260869565,415.34869565217394,0.0,1.0,0.0,1.0,3184.34,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,9553.02,0.1367554051385319,1,High
c8460e4251689ba205045f3ea17884a1,4,4655.91,1163.9775,24,71,1,0.0,0.0,4.0,4655.91,24,4.0,0.0,1,6.0,1.0,1,1.0,6.0,4.0,4655.91,0.0,1.0,0.0,1.0,193.99625,0.25,6.0,0.25,1.5,193.99625,0.1358678428429001,1,High
ef0103e9602d12594d19c2b666219bc1,3,253.74,84.58,0,31,19,0.0,0.0,3.0,253.74,3,2.0,1.0,1,1.0,0.0,0,0.0,0.0,0.15789473684210525,13.354736842105263,0.0,1.0,0.0,1.0,84.58,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.13047432446054152,1,High
b2e9a05d23ea17713b5d7799f2004f8e,3,782.64,260.88,9,81,2,0.0,0.0,3.0,782.64,9,5.0,0.0,2,1.2222222222222223,0.1111111111111111,1,1.0,3.0,1.5,391.32,0.0,1.0,0.0,1.0,86.96,0.3333333333333333,3.0,0.6666666666666666,0.40740740740740744,86.96,0.12337279388596634,1,High
391d6062da3dd65b4de4524f28c478de,2,236.7,118.35,0,51,18,0.0,0.0,2.0,236.7,2,1.0,1.0,1,1.0,0.0,0,0.0,0.0,0.1111111111111111,13.149999999999999,0.0,1.0,0.0,1.0,118.35,0.0,1.0,0.5,0.5,0.0,0.12030065649780208,1,High
7f78ef49a3ec6ff5ca63eb05bf82fefc,2,1168.66,584.33,1,61,25,0.0,0.0,2.0,1168.66,2,1.0,1.0,2,1.0,0.0,1,1.0,0.5,0.08,46.7464,0.0,1.0,0.0,1.0,584.33,0.5,1.0,1.0,0.5,1168.66,0.11136036612954636,1,High
af5454198a97379394cacf676e1e96cb,3,592.6500000000001,197.55000000000004,1,14,54,1.0,197.55,3.0,592.6500000000001,3,1.0,1.0,2,1.0,0.0,1,1.0,0.3333333333333333,0.05555555555555555,10.975000000000001,0.3333333333333333,1.0,0.3333333333333333,1.0,197.55000000000004,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,592.6500000000001,0.10928430052165095,1,High
1f22ecb07d25446bf52c51afa93cfa3b,2,1147.36,573.68,1,66,4,0.0,0.0,2.0,1147.36,2,1.0,1.0,2,3.0,0.5,1,1.0,0.5,0.5,286.84,0.0,1.0,0.0,1.0,573.68,0.5,1.0,1.0,1.5,1147.36,0.10922923492313175,1,High
0a5dadb73145d29f42f703c97c377ae8,1,2266.61,2266.61,0,42,0,0.0,0.0,1.0,2266.61,0,0.0,0.0,1,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.10872686543125964,1,High
4e1554d1a2dcb38dcf22770eb7390fe1,2,895.36,447.68,1,51,28,0.0,0.0,2.0,895.36,2,1.0,1.0,2,5.0,0.5,1,1.0,0.5,0.07142857142857142,31.97714285714286,0.0,1.0,0.0,1.0,447.68,0.5,1.0,1.0,2.5,895.36,0.10643487386140582,1,High
3158fc4f60ca92412de397461b64cee3,2,981.98,490.99,1,49,8,0.0,0.0,2.0,981.98,2,3.0,0.0,2,5.5,0.5,1,1.0,0.5,0.25,122.7475,0.0,1.0,0.0,1.0,490.99,0.5,1.0,1.0,2.75,981.98,0.1038015363597703,1,High
7849336c1b7785f258ffef06aedbd216,3,622.56,207.51999999999998,7,85,307,0.0,0.0,1.0,432.18,7,4.857142857142857,0.0,2,1.0,0.0,3,0.7142857142857143,2.3333333333333335,0.009771986970684038,2.0278827361563514,0.0,0.6941981495759446,0.0,0.3333333333333333,88.93714285714285,1.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,88.93714285714285,0.10311290932944928,1,High
e9d6ce102dcb8ab8a3387021b5040f70,2,136.92,68.46,0,332,13,0.0,0.0,0.0,0.0,3,1.0,1.0,2,1.0,0.3333333333333333,0,0.0,0.0,0.15384615384615385,10.532307692307691,0.0,0.0,0.0,0.0,45.63999999999999,0.0,1.5,1.0,0.5,0.0,0.10222759065600628,1,High
4facc2e6fbc2bffab2fea92d2b4aa7e4,4,1760.75,440.1875,4,65,420,0.0,0.0,2.0,1276.86,4,3.0,0.25,1,9.0,1.0,1,1.0,1.0,0.009523809523809525,4.192261904761905,0.0,0.7251796109612381,0.0,0.5,440.1875,0.25,1.0,0.25,2.25,440.1875,0.10185791894603624,1,High
34cd0f2f38a66796cfbc8a33ece7448c,1,1543.25,1543.25,3,65,0,0.0,0.0,1.0,1543.25,3,1.0,1.0,1,12.0,1.0,2,0.6666666666666666,3.0,0.0,0.0,0.0,1.0,0.0,1.0,514.4166666666666,2.0,3.0,1.0,12.0,514.4166666666666,0.10164886020282415,1,High
acd7af4da419afee85373166387d5799,2,712.22,356.11,2,59,7,0.0,0.0,2.0,712.22,2,3.0,0.5,2,1.0,0.5,2,0.5,1.0,0.2857142857142857,101.74571428571429,0.0,1.0,0.0,1.0,356.11,1.0,1.0,1.0,0.5,356.11,0.10105553533378075,1,High
0f5ac8d5c31de21d2f25e24be15bbffb,2,1544.8200000000002,772.4100000000001,18,325,3,0.0,0.0,0.0,0.0,18,5.0,0.0,2,8.5,0.8333333333333334,1,1.0,9.0,0.6666666666666666,514.94,0.0,0.0,0.0,0.0,85.82333333333334,0.5,9.0,1.0,4.25,85.82333333333334,0.10102898299378493,1,High
839a04051a2c347397fd425d01fc3eb2,2,945.95,472.975,5,70,3,0.0,0.0,2.0,945.95,5,5.0,0.0,1,2.0,1.0,1,1.0,2.5,0.6666666666666666,315.31666666666666,0.0,1.0,0.0,1.0,189.19,0.5,2.5,0.5,1.0,189.19,0.09973052344866395,1,High
8a1e8b556fd5feb59a63729b5341e71a,2,1036.0700000000002,518.0350000000001,2,86,2,0.0,0.0,2.0,1036.0700000000002,2,5.0,0.0,1,1.0,0.0,2,0.5,1.0,1.0,518.0350000000001,0.0,1.0,0.0,1.0,518.0350000000001,1.0,1.0,0.5,0.5,518.0350000000001,0.09861074172388751,1,High
ca77025e7201e3b30c44b472ff346268,7,1122.72,160.38857142857142,12,139,234,0.0,0.0,0.0,0.0,12,5.0,0.0,2,1.0,0.8333333333333334,4,0.4166666666666667,1.7142857142857142,0.029914529914529916,4.797948717948718,0.0,0.0,0.0,0.0,93.56,0.5714285714285714,1.7142857142857142,0.2857142857142857,0.14285714285714285,93.56,0.0961075519529705,1,High
d05c44a138277ad325d915c6b7ccbcdf,2,214.26,107.13,0,41,16,0.0,0.0,2.0,214.26,2,4.0,0.0,1,1.0,0.0,0,0.0,0.0,0.125,13.39125,0.0,1.0,0.0,1.0,107.13,0.0,1.0,0.5,0.5,0.0,0.0959968751126844,1,High
1b6c7548a2a1f9037c1fd3ddfed95f33,7,930.29,132.89857142857142,9,246,92,0.0,0.0,0.0,0.0,10,5.0,0.0,3,1.0,0.3,5,0.4,1.2857142857142858,0.07608695652173914,10.111847826086956,0.0,0.0,0.0,0.0,93.029,0.7142857142857143,1.4285714285714286,0.42857142857142855,0.14285714285714285,103.36555555555555,0.09562433213359911,1,High
0e4d012fac3d20c033e0284fb6d2ea6a,2,532.48,266.24,5,57,113,0.0,0.0,1.0,98.67,5,5.0,0.0,2,1.6,0.2,3,0.6,2.5,0.017699115044247787,4.712212389380531,0.0,0.185302734375,0.0,0.5,106.49600000000001,1.5,2.5,1.0,0.8,106.49600000000001,0.0954486936950858,1,High
08f334e84bc7ab7b588cb7fc77dd7f4a,2,1570.4,785.2,1,64,31,0.0,0.0,1.0,785.2,2,1.0,1.0,2,2.5,0.5,1,1.0,0.5,0.06451612903225806,50.65806451612904,0.0,0.5,0.0,0.5,785.2,0.5,1.0,1.0,1.25,1570.4,0.09490242171819929,1,High
dc813062e0fc23409cd255f7f53c7074,6,1094.63,182.43833333333336,11,56,417,0.0,0.0,1.0,122.08,11,4.363636363636363,0.0,1,12.272727272727273,1.0,3,0.36363636363636365,1.8333333333333333,0.014388489208633094,2.6250119904076743,0.0,0.11152626915030649,0.0,0.16666666666666666,99.51181818181819,0.5,1.8333333333333333,0.16666666666666666,2.0454545454545454,99.51181818181819,0.09477404976300152,1,High
