customer_unique_id,frequency_orders,monetary_total_spend,avg_order_value,total_items_bought,recency_days,customer_tenure_days,orders_last_30d,spend_last_30d,orders_last_90d,spend_last_90d,num_reviews,avg_review_score,negative_review_ratio,num_payment_types_used,avg_installments,credit_card_ratio,num_unique_categories,favorite_category_ratio,avg_items_per_order,orders_per_tenure_day,spend_per_tenure_day,recent_30d_spend_share,recent_90d_spend_share,recent_30d_order_share,recent_90d_order_share,spend_per_review,categories_per_order,reviews_per_order,payment_types_per_order,installments_per_order,spend_per_item,anomaly_score,is_anomaly,anomaly_severity,top_reason,second_reason,third_reason,reason_summary
9a736b248f67d166d2fbb006bcb877c3,2,24.73,12.364999999999998,4,435,12,0.0,0.0,0.0,0.0,75,5.0,0.0,1,1.0,0.0,3,0.56,2.0,0.1666666666666666,2.060833333333333,0.0,0.0,0.0,0.0,0.3297333333333332,1.5,37.5,0.5,0.5,6.182499999999999,334.71708544063665,1,High,Unusually high review activity,Unusual review activity,Broad category diversity,Unusually high review activity | Unusual review activity | Broad category diversity
32ea3bdedab835c3aa6cb68ce66565ef,3,130.38,43.46,3,112,633,0.0,0.0,0.0,0.0,4,4.75,0.0,3,1.0,0.5,2,0.75,1.0,0.0047393364928909,0.2059715639810426,0.0,0.0,0.0,0.0,32.595,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,43.46,334.6530734639919,1,High,Multiple payment methods,Unusual customer tenure,Very high purchase frequency,Multiple payment methods | Unusual customer tenure | Very high purchase frequency
ccafc1c3f270410521c3c6f3b249870f,2,207.51,103.755,2,132,608,0.0,0.0,0.0,0.0,2,5.0,0.0,1,6.5,1.0,2,0.5,1.0,0.0032894736842105,0.3412993421052631,0.0,0.0,0.0,0.0,103.755,1.0,1.0,0.5,3.25,103.755,333.89784569709946,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
87b3f231705783eb2217e25851c0a45d,2,523.12,261.56,2,167,572,0.0,0.0,0.0,0.0,2,3.5,0.5,1,8.0,1.0,2,0.5,1.0,0.0034965034965034,0.9145454545454546,0.0,0.0,0.0,0.0,261.56,1.0,1.0,0.5,4.0,261.56,332.9290046832201,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
d8f3c4f441a9b59a29f977df16724f38,2,158.51,79.255,4,54,582,0.0,0.0,1.0,50.93,4,4.25,0.0,2,1.0,0.0,2,0.75,2.0,0.0034364261168384,0.2723539518900343,0.0,0.3213046495489243,0.0,0.5,39.6275,1.0,2.0,1.0,0.5,39.6275,332.8868717275084,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
94e5ea5a8c1bf546db2739673060c43f,2,187.17,93.585,2,162,580,0.0,0.0,0.0,0.0,2,5.0,0.0,1,6.5,1.0,2,0.5,1.0,0.0034482758620689,0.3227068965517242,0.0,0.0,0.0,0.0,93.585,1.0,1.0,0.5,3.25,93.585,332.8075944035653,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
8f6ce2295bdbec03cd50e34b4bd7ba0a,3,405.02,135.00666666666666,3,78,537,0.0,0.0,1.0,66.46,3,5.0,0.0,1,3.333333333333333,1.0,3,0.3333333333333333,1.0,0.0055865921787709,0.7542271880819367,0.0,0.1640906621895215,0.0,0.3333333333333333,135.00666666666666,1.0,1.0,0.3333333333333333,1.1111111111111112,135.00666666666666,329.1429155816032,1,High,Very high purchase frequency,Unusual customer tenure,Broad category diversity,Very high purchase frequency | Unusual customer tenure | Broad category diversity
30b782a79466007756f170cb5bd6bbd8,3,218.75000000000003,72.91666666666667,7,79,525,0.0,0.0,1.0,128.24,7,3.142857142857143,0.2857142857142857,1,1.5714285714285714,1.0,3,0.5714285714285714,2.333333333333333,0.0057142857142857,0.4166666666666667,0.0,0.58624,0.0,0.3333333333333333,31.250000000000004,1.0,2.333333333333333,0.3333333333333333,0.5238095238095238,31.250000000000004,325.7927367803525,1,High,Very high purchase frequency,Large number of purchased items,Unusual customer tenure,Very high purchase frequency | Large number of purchased items | Unusual customer tenure
4e23e1826902ec9f208e8cc61329b494,2,177.26999999999998,88.63499999999999,2,218,524,0.0,0.0,0.0,0.0,3,5.0,0.0,1,1.0,1.0,2,0.6666666666666666,1.0,0.0038167938931297,0.3383015267175572,0.0,0.0,0.0,0.0,59.09,1.0,1.5,0.5,0.5,88.63499999999999,325.1927295202853,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
a1c61f8566347ec44ea37d22854634a1,2,144.47,72.235,2,54,524,0.0,0.0,1.0,113.61,2,4.5,0.0,1,1.0,1.0,2,0.5,1.0,0.0038167938931297,0.275706106870229,0.0,0.7863916384024365,0.0,0.5,72.235,1.0,1.0,0.5,0.5,72.235,325.118164514678,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
a262442e3ab89611b44877c7aaf77468,2,177.83,88.915,2,86,521,0.0,0.0,1.0,139.15,2,5.0,0.0,1,3.5,1.0,2,0.5,1.0,0.0038387715930902,0.3413243761996161,0.0,0.7824888938874206,0.0,0.5,88.915,1.0,1.0,0.5,1.75,88.915,324.3360427703007,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
5eefb861d4921a3e628bbc65c50a480a,2,225.84,112.92,2,74,517,0.0,0.0,1.0,164.29,2,4.0,0.0,2,1.5,0.5,2,0.5,1.0,0.0038684719535783,0.4368278529980657,0.0,0.7274619199433228,0.0,0.5,112.92,1.0,1.0,1.0,0.75,112.92,323.46484365726667,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
8d50f5eadf50201ccdcedfb9e2ac8455,17,927.63,54.56647058823529,16,58,461,0.0,0.0,4.0,277.35,17,4.764705882352941,0.0588235294117647,1,1.3529411764705883,1.0,3,0.7333333333333333,0.9411764705882352,0.0368763557483731,2.0122125813449023,0.0,0.2989877429578604,0.0,0.2352941176470588,54.56647058823529,0.1764705882352941,1.0,0.0588235294117647,0.0795847750865051,57.976875,323.3742284242276,1,High,Very high purchase frequency,Large number of purchased items,Unusually high review activity,Very high purchase frequency | Large number of purchased items | Unusually high review activity
18bc87094128bbfe943cf88adcf72059,2,111.54,55.77,2,115,514,0.0,0.0,0.0,0.0,2,5.0,0.0,1,1.0,1.0,2,0.5,1.0,0.0038910505836575,0.2170038910505836,0.0,0.0,0.0,0.0,55.77,1.0,1.0,0.5,0.5,55.77,322.97316830960136,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
7e7301841ddb4064c2f3a31e4c154932,2,281.48,140.74,2,95,514,0.0,0.0,0.0,0.0,2,4.0,0.0,1,1.0,1.0,2,0.5,1.0,0.0038910505836575,0.5476264591439689,0.0,0.0,0.0,0.0,140.74,1.0,1.0,0.5,0.5,140.74,322.956065304717,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
1b6e96ed99cb8d135efe220d761bbd67,3,115.01,38.336666666666666,4,63,511,0.0,0.0,1.0,61.38,4,5.0,0.0,3,1.0,0.25,3,0.5,1.3333333333333333,0.0058708414872798,0.2250684931506849,0.0,0.5336927223719676,0.0,0.3333333333333333,28.7525,1.0,1.3333333333333333,1.0,0.3333333333333333,28.7525,322.6002494885367,1,High,Multiple payment methods,Very high purchase frequency,Unusual customer tenure,Multiple payment methods | Very high purchase frequency | Unusual customer tenure
24072811917876a84c81166f96aed0c1,2,418.63,209.315,2,133,510,0.0,0.0,0.0,0.0,2,5.0,0.0,1,4.5,1.0,1,1.0,1.0,0.0039215686274509,0.820843137254902,0.0,0.0,0.0,0.0,209.315,0.5,1.0,0.5,2.25,209.315,322.45105025553573,1,High,Unusual customer tenure,Very high purchase frequency,Unusual payment diversity,Unusual customer tenure | Very high purchase frequency | Unusual payment diversity
408aee96c75632a92e5079eee61da399,2,419.4,209.7,2,118,506,0.0,0.0,0.0,0.0,2,5.0,0.0,1,4.5,1.0,2,0.5,1.0,0.0039525691699604,0.8288537549407115,0.0,0.0,0.0,0.0,209.7,1.0,1.0,0.5,2.25,209.7,322.0057403398945,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
97258e1c1f77f32358eccd1c9ee5954d,2,289.75,144.875,2,68,504,0.0,0.0,1.0,133.57,2,5.0,0.0,1,4.5,1.0,2,0.5,1.0,0.0039682539682539,0.5749007936507936,0.0,0.460983606557377,0.0,0.5,144.875,1.0,1.0,0.5,2.25,144.875,321.7477106206609,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
7f5dcde4d292354dd5e6968a27971126,2,241.89,120.945,1,64,492,0.0,0.0,1.0,142.99,2,2.0,0.5,1,4.0,1.0,1,1.0,0.5,0.0040650406504065,0.4916463414634147,0.0,0.5911364669891273,0.0,0.5,120.945,0.5,1.0,0.5,2.0,241.89,321.0131362405772,1,High,Unusual customer tenure,Very high purchase frequency,Heavy ordering in last 90 days,Unusual customer tenure | Very high purchase frequency | Heavy ordering in last 90 days
e53fd5575f1418397aae732c5755b6fc,3,132.03,44.01,3,58,492,0.0,0.0,2.0,102.08,3,5.0,0.0,1,2.0,1.0,2,0.6666666666666666,1.0,0.0060975609756097,0.2683536585365854,0.0,0.773157615693403,0.0,0.6666666666666666,44.01,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,44.01,320.9263516664194,1,High,Very high purchase frequency,Unusual customer tenure,Heavy ordering in last 90 days,Very high purchase frequency | Unusual customer tenure | Heavy ordering in last 90 days
4658b26bcea972ed0b86a5f8c61718be,2,608.88,304.44,3,130,488,0.0,0.0,0.0,0.0,3,1.6666666666666667,0.6666666666666666,2,2.6666666666666665,0.3333333333333333,2,0.6666666666666666,1.5,0.0040983606557377,1.2477049180327868,0.0,0.0,0.0,0.0,202.96,1.0,1.5,1.0,1.3333333333333333,202.96,320.6637686333479,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
4d9e104764077f7dfae917c7cc803212,2,140.36,70.17999999999999,2,86,489,0.0,0.0,1.0,105.32,2,4.5,0.0,2,1.0,0.0,2,0.5,1.0,0.0040899795501022,0.2870347648261758,0.0,0.750356226845255,0.0,0.5,70.17999999999999,1.0,1.0,1.0,0.5,70.17999999999999,320.5815533596264,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
2e49a3bbeb76297ee0ff49df39c2456c,2,180.4,90.2,2,60,485,0.0,0.0,1.0,117.49,3,5.0,0.0,2,5.666666666666667,0.6666666666666666,1,1.0,1.0,0.0041237113402061,0.3719587628865979,0.0,0.6512749445676276,0.0,0.5,60.133333333333326,0.5,1.5,1.0,2.833333333333333,90.2,320.00807678076075,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
fc19fe9ac733e36ff8227c29435c2030,2,105.72,52.86,2,147,483,0.0,0.0,0.0,0.0,3,5.0,0.0,2,1.0,0.6666666666666666,2,0.6666666666666666,1.0,0.0041407867494824,0.2188819875776397,0.0,0.0,0.0,0.0,35.24,1.0,1.5,1.0,0.5,52.86,319.7618358668752,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
