customer_unique_id,frequency_orders,monetary_total_spend,avg_order_value,total_items_bought,recency_days,customer_tenure_days,orders_last_30d,spend_last_30d,orders_last_90d,spend_last_90d,num_reviews,avg_review_score,negative_review_ratio,num_payment_types_used,avg_installments,credit_card_ratio,num_unique_categories,favorite_category_ratio,avg_items_per_order,orders_per_tenure_day,spend_per_tenure_day,recent_30d_spend_share,recent_90d_spend_share,recent_30d_order_share,recent_90d_order_share,spend_per_review,categories_per_order,reviews_per_order,payment_types_per_order,installments_per_order,spend_per_item,anomaly_score,is_anomaly,anomaly_severity
e5912280c9d8c14b4e7778df669dea07,2,119.83,59.915,2,79,1,0.0,0.0,2.0,119.83,2,5.0,0.0,1,1.0,1.0,1,1.0,1.0,2.0,119.83,0.0,1.0,0.0,1.0,59.915,0.5,1.0,0.5,0.5,59.915,23.969955604865675,1,High
98cf2f6f61000afafb2c1a276f5c21ba,2,104.4,52.2,2,87,0,0.0,0.0,2.0,104.4,2,5.0,0.0,1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,52.2,0.5,1.0,0.5,0.5,52.2,22.396977183664827,1,High
7580e539c3d74ce5ff3946877db01dd2,2,104.0,52.0,2,64,0,0.0,0.0,2.0,104.0,2,5.0,0.0,1,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,0.5,1.0,0.5,0.5,52.0,21.465046730695597,1,High
156283b6ca35ef976a0265903145fd5e,2,82.0,41.0,2,85,0,0.0,0.0,2.0,82.0,2,5.0,0.0,1,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,41.0,0.5,1.0,0.5,0.5,41.0,20.46776438728569,1,High
931a4a1a3e2cf8b4b4d33922f1469dbe,2,164.56,82.28,2,61,0,0.0,0.0,2.0,164.56,2,5.0,0.0,1,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,82.28,0.5,1.0,0.5,0.5,82.28,19.990300476956374,1,High
a3b6510e33b7691f0a4b70389d08bc5d,1,89.31,89.31,1,74,0,0.0,0.0,1.0,89.31,1,5.0,0.0,1,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,89.31,0.0,1.0,1.0,1.0,89.31,17.284132107034893,1,High
11ccf36669e0483ac53abfeb566679b6,1,67.58,67.58,1,52,0,0.0,0.0,1.0,67.58,1,5.0,0.0,1,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.58,0.0,1.0,1.0,1.0,67.58,17.256764444875436,1,High
2e38c5e27223e745e98f309754212d0c,1,113.77,113.77,1,84,0,0.0,0.0,1.0,113.77,1,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,113.77,0.0,1.0,1.0,1.0,113.77,16.666935914166846,1,High
22e6e7320892b9a9e3a106ead4ac11cd,1,50.64,50.64,1,79,0,0.0,0.0,1.0,50.64,1,5.0,0.0,1,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,50.64,0.0,1.0,1.0,1.0,50.64,16.376557081413804,1,High
c73f294466cf13293810f4d1a3728d56,2,166.24,83.12,2,82,0,0.0,0.0,2.0,166.24,2,5.0,0.0,1,2.0,1.0,2,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.12,1.0,1.0,0.5,1.0,83.12,15.933911470429111,1,High
c165003468fa4ab103c5e83a97b90e4a,1,124.85,124.85,1,81,0,0.0,0.0,1.0,124.85,1,5.0,0.0,1,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,124.85,0.0,1.0,1.0,1.0,124.85,15.73299526419369,1,High
dc4b0942fb780633d44f4f73ff69dd92,1,37.46,37.46,1,51,0,0.0,0.0,1.0,37.46,1,5.0,0.0,1,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,37.46,0.0,1.0,1.0,1.0,37.46,15.59248493956171,1,High
f377461b37160ea383bbb3535714ba31,2,151.36,75.68,2,83,0,0.0,0.0,2.0,151.36,2,5.0,0.0,1,2.0,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.68,0.5,1.0,0.5,1.0,75.68,15.545422133436256,1,High
2571f41727577645737ff6b834e9043b,2,93.48,46.74,2,92,0,0.0,0.0,0.0,0.0,1,5.0,0.0,1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.48,0.5,0.5,0.5,0.5,46.74,15.518913133438218,1,High
